date,price,volume,afterUpdate,is_synth,item_id
2023-03-17,273.814,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-18,335.36,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-19,335.36,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-20,335.36,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-21,335.36,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-22,335.36,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-23,416.171,4.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-24,475.009,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-25,475.009,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-26,450.603,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-27,450.603,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-28,437.501,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-29,448.5,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-30,363.78,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-03-31,363.78,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-01,678.82,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-02,678.82,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-03,678.82,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-04,427.8,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-05,427.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-06,427.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-07,534.095,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-08,606.926,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-09,606.926,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-10,606.926,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-11,606.926,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-12,606.926,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-13,606.926,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-14,589.786,3.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-15,589.786,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-16,665.084,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-17,665.084,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-18,551.97,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-19,535.99,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-20,535.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-21,729.307,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-22,693.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-23,569.1,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-24,569.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-25,569.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-26,569.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-27,719.994,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-28,726.8,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-29,726.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-04-30,726.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-01,620.1,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-02,620.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-03,620.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-04,620.1,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-05,545.38,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-06,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-07,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-08,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-09,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-10,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-11,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-12,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-13,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-14,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-15,545.38,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-16,575.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-17,556.701,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-18,556.701,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-19,556.701,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-20,556.701,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-21,493.492,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-22,493.492,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-23,425.5,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-24,425.5,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-25,425.5,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-26,425.5,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-27,493.75,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-28,493.75,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-29,417.256,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-30,504.74,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-05-31,504.74,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-01,471.18,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-02,471.18,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-03,471.18,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-04,564.96,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-05,564.96,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-06,564.96,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-07,564.96,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-08,564.96,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-09,564.96,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-10,527.8,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-11,527.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-12,527.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-13,527.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-14,527.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-15,527.8,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-16,590.996,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-17,590.996,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-18,590.996,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-19,590.996,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-20,590.996,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-21,529.501,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-22,529.501,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-23,529.501,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-24,504.331,4.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-25,435.477,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-26,435.477,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-27,435.477,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-28,455.239,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-29,455.239,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-06-30,505.4,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-01,505.4,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-02,422.721,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-03,422.721,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-04,372.86,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-05,372.86,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-06,573.42,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-07,573.42,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-08,573.42,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-09,573.42,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-10,582.852,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-11,582.852,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-12,582.852,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-13,439.304,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-14,599.99,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-15,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-16,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-17,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-18,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-19,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-20,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-21,599.99,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-22,412.513,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-23,412.513,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-24,412.513,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-25,412.513,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-26,584.157,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-27,584.157,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-28,545.23,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-29,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-30,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-07-31,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-01,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-02,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-03,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-04,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-05,545.23,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-06,546.636,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-07,546.636,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-08,345.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-09,345.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-10,345.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-11,345.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-12,345.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-13,540.7,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-14,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-15,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-16,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-17,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-18,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-19,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-20,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-21,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-22,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-23,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-24,540.7,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-25,391.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-26,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-27,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-28,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-29,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-30,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-08-31,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-01,391.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-02,559.55,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-03,559.55,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-04,559.55,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-05,559.55,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-06,559.55,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-07,559.55,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-08,555.001,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-09,555.001,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-10,460.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-11,460.0,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-12,457.989,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-13,457.989,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-14,457.989,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-15,540.55,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-16,559.787,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-17,559.787,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-18,559.787,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-19,559.787,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-20,559.787,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-21,559.787,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-22,584.97,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-23,584.97,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-24,538.475,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-25,439.226,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-26,549.089,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-27,549.089,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-28,550.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-29,562.04,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-09-30,550.218,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-01,600.011,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-02,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-03,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-04,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-05,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-06,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-07,600.011,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-08,499.53,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-09,686.24,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-10,686.24,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-11,686.24,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-12,686.24,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-13,686.24,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-14,520.77,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-15,520.77,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-16,652.451,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-17,652.451,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-18,652.451,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-19,562.097,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-20,528.65,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-21,528.65,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-22,528.65,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-23,528.65,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-24,528.65,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-25,528.65,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-26,531.541,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-27,531.541,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-28,640.69,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-29,640.69,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-30,640.69,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-10-31,580.251,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-01,580.251,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-02,580.251,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-03,670.005,2.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-04,670.005,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-05,625.008,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-06,625.008,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-07,625.008,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-08,625.008,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-09,625.008,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-10,625.008,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-11,630.005,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-12,649.011,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-13,524.068,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-14,524.068,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-15,659.53,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-16,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-17,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-18,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-19,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-20,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-21,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-22,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-23,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-24,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-25,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-26,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-27,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-28,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-29,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-11-30,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-01,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-02,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-03,659.53,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-04,498.21,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-05,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-06,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-07,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-08,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-09,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-10,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-11,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-12,498.21,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-13,552.002,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-14,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-15,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-16,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-17,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-18,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-19,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-20,552.002,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-21,728.66,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-22,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-23,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-24,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-25,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-26,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-27,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-28,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-29,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-30,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2023-12-31,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-01,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-02,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-03,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-04,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-05,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-06,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-07,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-08,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-09,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-10,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-11,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-12,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-13,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-14,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-15,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-16,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-17,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-18,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-19,728.66,0.0,0,1,Bowie Knife - Gamma Doppler (Minimal Wear)
2024-01-20,575.0,1.0,0,0,Bowie Knife - Gamma Doppler (Minimal Wear)
